,Name,Date of Birth,Date of Death,Race,Gender,Religion,Title,Term Start,Term End,Party,Nominator,Court,Year
1059,Johan Evelius,1733-01-01,1803-01-01,,male,,Justice of the Supreme Court of Sweden,1789-01-01,1803-01-01,,,Sweden,1789
1060,Carl Axel Trolle-Wachtmeister,1754-05-09,1810-04-05,,male,,Justice of the Supreme Court of Sweden,1789-01-01,1809-01-01,,,Sweden,1789
1061,Carl Wilhelm von Düben,1724-02-02,1790-12-29,,male,,Justice of the Supreme Court of Sweden,1789-05-15,1790-01-01,,,Sweden,1789
1062,Fredrik Sparre,1731-02-02,1803-01-30,,male,,Justice of the Supreme Court of Sweden,1789-05-15,1792-07-16,,,Sweden,1789
1063,Carl Ullner,1739-02-14,1801-03-14,Swedish-speaking population of Finland,male,,Justice of the Supreme Court of Sweden,1789-05-15,1793-05-01,,,Sweden,1789
1064,Herman af Låstbom,1742-11-02,1811-05-16,,male,,Justice of the Supreme Court of Sweden,1791-01-01,1792-01-01,,,Sweden,1791
1065,Axel Fredrik Oxenstjerna,,,,male,,Justice of the Supreme Court of Sweden,1791-01-01,1793-01-01,,,Sweden,1791
1066,Jonas Stockenberg,1744-01-01,,,male,,Justice of the Supreme Court of Sweden,1791-01-01,1793-01-01,,,Sweden,1791
1067,Anders Wallin,,,,male,,Justice of the Supreme Court of Sweden,1791-01-01,1793-01-01,,,Sweden,1791
1068,Casper Ludvig von Böhnen,,,,male,,Justice of the Supreme Court of Sweden,1792-01-01,1796-01-01,,,Sweden,1792
1069,Arvid Fredrik Kurck,1735-05-27,1810-04-06,,male,,Justice of the Supreme Court of Sweden,1792-01-01,1801-01-01,,,Sweden,1792
1070,Axel Erik Gyllenstierna,,,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1794-01-01,,,Sweden,1793
1071,Nils af Zellén,1724-12-30,1806-07-18,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1794-01-01,,,Sweden,1793
1072,Johan Wilhelm Herlin,,,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1794-01-01,,,Sweden,1793
1073,Carl Hisinger,,,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1796-01-01,,,Sweden,1793
1074,Axel Christian Reuterholm,1753-09-27,1811-01-19,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1796-01-01,,,Sweden,1793
1075,Anders Wåhlin,,,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1800-01-01,,,Sweden,1793
1076,Matthias Calonius,1737-12-27,1817-09-13,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1800-01-01,,,Sweden,1793
1077,Matthias Calonius,1738-12-27,1817-09-13,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1800-01-01,,,Sweden,1793
1078,Carl Fredrik Widegren,,,,male,,Justice of the Supreme Court of Sweden,1793-01-01,1803-01-01,,,Sweden,1793
1079,Evert Fredrik Taube,1648-01-01,1703-10-09,,male,,Justice of the Supreme Court of Sweden,1794-01-01,1795-01-01,,,Sweden,1794
1080,Carl Henrik von Ackern,,,,male,,Justice of the Supreme Court of Sweden,1794-01-01,1796-01-01,,,Sweden,1794
1081,Erik Magnus Lönnrot,,,,male,,Justice of the Supreme Court of Sweden,1794-01-01,1796-01-01,,,Sweden,1794
1082,Johan Ludvig von Ehrenheim,1707-06-05,1764-01-01,,male,,Justice of the Supreme Court of Sweden,1795-01-01,1796-01-01,,,Sweden,1795
1083,Johan Smaleen,,,,male,,Justice of the Supreme Court of Sweden,1795-01-01,1799-01-01,,,Sweden,1795
1084,Gustaf Mauritz Posse,1737-01-01,1827-01-01,,male,,Justice of the Supreme Court of Sweden,1796-01-01,1800-01-01,,,Sweden,1796
1085,Carl Arvid Hallenborg,,,,male,,Justice of the Supreme Court of Sweden,1796-01-01,1800-01-01,,,Sweden,1796
1086,Karl Johan Norell,1729-01-01,1803-01-01,,male,,Justice of the Supreme Court of Sweden,1796-01-01,1803-01-01,,,Sweden,1796
1087,Axel Johan von Köhler,,,,male,,Justice of the Supreme Court of Sweden,1796-01-01,1806-01-01,,,Sweden,1796
1088,Fredrik Wilhelm Ridderstolpe,,,,male,,Justice of the Supreme Court of Sweden,1796-01-01,1809-01-01,,,Sweden,1796
1089,Jonas Stockenberg,1744-01-01,,,male,,Justice of the Supreme Court of Sweden,1799-01-01,1807-01-01,,,Sweden,1799
1090,Fredrik Jusleen,,,,male,,Justice of the Supreme Court of Sweden,1800-01-01,1803-01-01,,,Sweden,1800
1091,Adolf Tandefelt,1747-08-08,1822-01-05,,male,,Justice of the Supreme Court of Sweden,1800-01-01,1806-01-01,,,Sweden,1800
1092,Erik Walleen,,,,male,,Justice of the Supreme Court of Sweden,1800-01-01,1809-01-01,,,Sweden,1800
1093,Carl Johan Gyllenborg,1741-03-10,1811-04-05,,male,,Justice of the Supreme Court of Sweden,1800-01-01,1809-01-01,,,Sweden,1800
1094,Herman af Låstbom,1742-11-02,1811-05-16,,male,,Justice of the Supreme Court of Sweden,1802-01-01,1809-01-01,,,Sweden,1802
1095,Evert Georgii,1759-08-20,1808-12-02,,male,,Justice of the Supreme Court of Sweden,1803-01-01,1808-01-01,,,Sweden,1803
1096,Samuel Sebenius,,,,male,,Justice of the Supreme Court of Sweden,1803-01-01,1809-01-01,,,Sweden,1803
1097,Carl Ziervogel,,,,male,,Justice of the Supreme Court of Sweden,1803-01-01,1818-01-01,,,Sweden,1803
1098,Erik Johan Bergenhem,1759-01-01,1816-01-01,,male,,Justice of the Supreme Court of Sweden,1805-01-01,1809-01-01,,,Sweden,1805
1099,Carl Johan Iserhielm,,,,male,,Justice of the Supreme Court of Sweden,1806-01-01,1817-01-01,,,Sweden,1806
1100,Henning Adolf von Strokirch,,,,male,,Justice of the Supreme Court of Sweden,1807-01-01,1810-01-01,,,Sweden,1807
1101,Anders Lorentz Lundberg,,,,male,,Justice of the Supreme Court of Sweden,1808-01-01,1809-01-01,,,Sweden,1808
1102,Fredrik Gyllenborg,1767-12-10,1829-08-18,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1809-01-01,,,Sweden,1809
1103,Wilhelm af Klinteberg,1759-03-15,1829-06-19,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1809-01-01,,,Sweden,1809
1104,Olof Elias Lagerheim,1741-09-24,1823-02-24,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1812-01-01,,,Sweden,1809
1105,Olof Theodor Liljevalch,,,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1814-01-01,,,Sweden,1809
1106,Jan Eric Palmsvärd,1745-05-18,1821-04-01,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1817-01-01,,,Sweden,1809
1107,Isac Reinhold Blom,1762-10-27,1826-05-06,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1824-01-01,,,Sweden,1809
1108,Magnus Torén,1770-01-01,1825-01-01,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1825-01-01,,,Sweden,1809
1109,Gustaf Wathier Hamilton,1783-07-05,1835-12-08,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1826-01-01,,,Sweden,1809
1110,Gabriel Poppius,1769-02-18,1856-01-03,,male,,Justice of the Supreme Court of Sweden,1809-01-01,1826-01-01,,,Sweden,1809
1111,Wilhelm Marks von Würtenberg,1743-10-16,1817-12-10,,male,,Justice of the Supreme Court of Sweden,1810-01-01,1817-01-01,,,Sweden,1810
1112,Clas Arvid Kurck,1769-01-01,,,male,,Justice of the Supreme Court of Sweden,1810-01-01,1832-01-01,,,Sweden,1810
1113,Samuel Noréus,,,,male,,Justice of the Supreme Court of Sweden,1812-01-01,1826-01-01,,,Sweden,1812
1114,Johan Henrik Peterson,1768-02-28,1845-09-01,,male,,Justice of the Supreme Court of Sweden,1814-01-01,1833-01-01,,,Sweden,1814
1115,Per Adolf Ekorn,1758-01-17,1819-08-08,,male,,Justice of the Supreme Court of Sweden,1817-01-01,1819-01-01,,,Sweden,1817
1116,Hans Fredrik Harald Strömfelt,1779-05-03,1837-09-04,,male,,Justice of the Supreme Court of Sweden,1817-01-01,1830-01-01,,,Sweden,1817
1117,Josua Sylvander,1769-06-01,1833-08-28,,male,,Justice of the Supreme Court of Sweden,1818-01-01,1826-01-01,,,Sweden,1818
1118,Carl Johan Örbom,1765-10-09,1836-06-01,,male,,Justice of the Supreme Court of Sweden,1818-01-01,1831-01-01,,,Sweden,1818
1119,Johan Mannerstam,1785-01-26,1825-04-30,,male,,Justice of the Supreme Court of Sweden,1819-01-01,1825-01-01,,,Sweden,1819
1120,Jonas Evelius,1776-01-01,1854-01-01,,male,,Justice of the Supreme Court of Sweden,1824-01-01,1833-01-01,,,Sweden,1824
1121,Eric Gabriel von Rosén,1775-05-02,1866-09-10,,male,,Justice of the Supreme Court of Sweden,1825-01-01,1836-01-01,,,Sweden,1825
1122,Sven Themptander,1779-01-01,1848-01-01,,male,,Justice of the Supreme Court of Sweden,1825-01-01,1847-01-01,,,Sweden,1825
1123,Carl Gustaf Hård,1790-09-30,1841-09-27,,male,,Justice of the Supreme Court of Sweden,1826-01-01,1836-01-01,,,Sweden,1826
1124,Carl Eric Isberg,1791-01-01,1856-01-01,,male,,Justice of the Supreme Court of Sweden,1826-01-01,1845-01-01,,,Sweden,1826
1125,Nils Wilhelm Stråle,1787-04-16,1853-01-06,,male,,Justice of the Supreme Court of Sweden,1826-01-01,1851-01-01,,,Sweden,1826
1126,Erik Wilhelm Bredberg,1787-01-01,1869-01-01,,male,,Justice of the Supreme Court of Sweden,1826-01-01,1852-01-01,,,Sweden,1826
1127,Justus Christopher von Lindecreutz,1768-08-06,1859-06-02,,male,,Justice of the Supreme Court of Sweden,1830-01-01,1840-01-01,,,Sweden,1830
1128,Gustaf Nyblaeus,,,,male,,Justice of the Supreme Court of Sweden,1831-01-01,1848-01-01,,,Sweden,1831
1129,Olof Johan Lagerheim,,,,male,,Justice of the Supreme Court of Sweden,1832-01-01,1834-01-01,,,Sweden,1832
1130,Johan Harder Backman,1790-10-22,1862-02-01,,male,,Justice of the Supreme Court of Sweden,1833-01-01,1858-01-01,,,Sweden,1833
1131,Carl Henric Engelhart,1794-01-01,1882-01-01,,male,,Justice of the Supreme Court of Sweden,1833-01-01,1859-01-01,,,Sweden,1833
1132,Anders Georg Magnus Nordenstolpe,,,,male,,Justice of the Supreme Court of Sweden,1834-01-01,1855-01-01,,,Sweden,1834
1133,Carl Georg Sparre,1790-12-12,1852-09-09,,male,,Justice of the Supreme Court of Sweden,1836-01-01,1852-01-01,,,Sweden,1836
1134,Otto Wilhelm Staël von Holstein,1802-09-14,1884-10-15,,male,,Justice of the Supreme Court of Sweden,1836-01-01,1852-01-01,,,Sweden,1836
1135,Nils Snoilsky,1792-07-07,1860-02-01,,male,,Justice of the Supreme Court of Sweden,1836-04-23,1857-07-14,,,Sweden,1836
1136,Gustaf Adolf Vive Sparre,1802-09-04,1886-04-26,,male,,Justice of the Supreme Court of Sweden,1840-01-01,1847-01-01,,,Sweden,1840
1137,Johan Samuel af Rolén,1794-01-01,1848-01-01,,male,,Justice of the Supreme Court of Sweden,1841-01-01,1848-01-01,,,Sweden,1841
1138,Carl Kristian Schmidt,1792-10-28,1872-07-30,,male,,Justice of the Supreme Court of Sweden,1845-01-01,1858-01-01,,,Sweden,1845
1139,Peter Quiding,,,,male,,Justice of the Supreme Court of Sweden,1847-01-01,1862-01-01,,,Sweden,1847
1140,Carl Gustaf Hoffstedt,,,,male,,Justice of the Supreme Court of Sweden,1848-01-01,1868-01-01,,,Sweden,1848
1141,Axel Fredrik Gyllenhammar,1802-01-01,1864-01-01,,male,,Justice of the Supreme Court of Sweden,1850-01-01,1863-01-01,,,Sweden,1850
1142,Claës Günther,1799-12-29,1861-07-22,,male,,Justice of the Supreme Court of Sweden,1851-01-01,1856-01-01,,,Sweden,1851
1143,Fredrik Iggeström,,,,male,,Justice of the Supreme Court of Sweden,1852-01-01,1869-01-01,,,Sweden,1852
1144,Jakob Andreas Christofer Quensel,1809-03-22,1890-06-23,,male,,Justice of the Supreme Court of Sweden,1853-01-01,1875-01-01,,,Sweden,1853
1145,John Roy,,,,male,,Justice of the Supreme Court of Sweden,1855-01-01,1858-01-01,,,Sweden,1855
1146,Carl Johan Thyselius,1811-06-08,1891-01-11,,male,,Justice of the Supreme Court of Sweden,1856-01-01,1860-01-01,independent politician,,Sweden,1856
1147,Johan August Södergren,1813-01-01,1891-01-01,,male,,Justice of the Supreme Court of Sweden,1857-01-01,1880-01-01,,,Sweden,1857
1148,Claës Günther,1799-12-29,1861-07-22,,male,,Justice of the Supreme Court of Sweden,1858-01-01,1861-01-01,,,Sweden,1858
1149,Victor Cramér,,,,male,,Justice of the Supreme Court of Sweden,1858-01-01,1876-01-01,,,Sweden,1858
1150,Gustaf Wilhelm Leuhusen,,,,male,,Justice of the Supreme Court of Sweden,1858-01-01,1882-01-01,,,Sweden,1858
1151,John Berg,1819-01-28,1905-02-25,,male,,Justice of the Supreme Court of Sweden,1859-01-01,1868-01-01,,,Sweden,1859
1152,Axel Gustav Adlercreutz,1821-03-02,1880-05-20,,male,,Justice of the Supreme Court of Sweden,1860-01-01,1868-01-01,,,Sweden,1860
1153,Christian Naumann,1810-07-01,1888-08-30,,male,,Justice of the Supreme Court of Sweden,1860-01-01,1887-01-01,,,Sweden,1860
1154,Waldemar Wretman,1820-01-01,1891-01-01,,male,,Justice of the Supreme Court of Sweden,1860-01-01,1891-01-01,,,Sweden,1860
1155,Ludvig Teodor Almqvist,1818-01-04,1884-08-26,,male,,Justice of the Supreme Court of Sweden,1860-11-02,1867-01-01,,,Sweden,1860
1156,Edvard Carleson,1820-11-16,1884-04-01,,male,,Justice of the Supreme Court of Sweden,1860-12-04,1874-05-04,,,Sweden,1860
1157,Walfrid Bolin,,,,male,,Justice of the Supreme Court of Sweden,1861-01-01,1877-01-01,,,Sweden,1861
1158,Karl Erland von Hofsten,,,,male,,Justice of the Supreme Court of Sweden,1862-01-01,1888-01-01,,,Sweden,1862
1159,Clas Julius Rabe,,,,male,,Justice of the Supreme Court of Sweden,1863-01-01,1886-01-01,,,Sweden,1863
1160,Arendt Dreijer the Younger,1822-11-23,1872-06-13,,male,,Justice of the Supreme Court of Sweden,1867-09-24,1872-01-01,,,Sweden,1867
1161,Carl Gustaf Strandberg,1825-05-05,1874-02-08,,male,,Justice of the Supreme Court of Sweden,1868-01-01,1874-01-01,,,Sweden,1868
1162,Knut Olivecrona,1817-10-07,1905-02-02,,male,,Justice of the Supreme Court of Sweden,1868-01-01,1889-01-01,,,Sweden,1868
1163,Gerhard Lagerstråle,1814-02-25,1887-04-18,,male,,Justice of the Supreme Court of Sweden,1868-06-04,1875-01-01,,,Sweden,1868
1164,Frans Fabian Huss,1819-09-16,1891-08-28,,male,,Justice of the Supreme Court of Sweden,1869-12-22,1889-07-04,,,Sweden,1869
1165,Ludvig Teodor Almqvist,1818-01-04,1884-08-26,,male,,Justice of the Supreme Court of Sweden,1870-06-03,1879-01-01,,,Sweden,1870
1166,Carl Johan Oscar von Segebaden,,,,male,,Justice of the Supreme Court of Sweden,1872-01-01,1886-01-01,,,Sweden,1872
1167,Carl Frithiof Svedelius,1828-06-01,1916-01-17,,male,,Justice of the Supreme Court of Sweden,1874-01-01,1893-01-01,,,Sweden,1874
1168,Albert Lindhagen,1823-07-25,1887-10-21,,male,,Justice of the Supreme Court of Sweden,1874-05-04,1886-09-24,,,Sweden,1874
1169,Carl Gustaf Hernmarck,1830-10-17,1901-04-17,,male,,Justice of the Supreme Court of Sweden,1875-01-01,1897-01-01,,,Sweden,1875
1170,Edvard Carleson,1820-11-16,1884-04-01,,male,,Justice of the Supreme Court of Sweden,1875-05-14,1884-04-01,,,Sweden,1875
1171,August Östergren,1832-05-28,1914-10-22,,male,,Justice of the Supreme Court of Sweden,1876-01-01,1889-01-01,,,Sweden,1876
1172,Johan Otto Wedberg,1826-03-31,1912-02-10,,male,,Justice of the Supreme Court of Sweden,1877-01-01,1892-01-01,,,Sweden,1877
1173,Gustaf Ryding,1833-09-26,1901-10-23,,male,,Justice of the Supreme Court of Sweden,1879-01-01,1880-01-01,,,Sweden,1879
1174,Peter Olof Glimstedt,1833-04-23,1898-01-01,,male,,Justice of the Supreme Court of Sweden,1880-01-01,1898-01-01,,,Sweden,1880
1175,Ludvig Teodor Almqvist,1818-01-04,1884-08-26,,male,,Justice of the Supreme Court of Sweden,1880-04-30,1883-02-16,,,Sweden,1880
1176,Ludvig Annerstedt,1836-08-07,1904-11-20,,male,,Justice of the Supreme Court of Sweden,1883-01-01,1884-01-01,,,Sweden,1883
1177,Axel Örbom,1836-07-29,1889-05-30,,male,,Justice of the Supreme Court of Sweden,1884-01-01,1888-01-01,,,Sweden,1884
1178,Q6254689,1835-03-26,1897-08-07,,male,,Justice of the Supreme Court of Sweden,1884-01-01,1897-01-01,,,Sweden,1884
1179,Alfred August Norberg,1837-09-16,1920-09-19,,male,,Justice of the Supreme Court of Sweden,1886-01-01,1903-01-01,,,Sweden,1886
1180,Reinhold Skarin,1839-05-20,1924-05-29,,male,,Justice of the Supreme Court of Sweden,1886-01-01,1906-01-01,,,Sweden,1886
1181,Ernst Herslow,1838-07-21,1926-02-09,,male,,Justice of the Supreme Court of Sweden,1886-01-01,1908-01-01,,,Sweden,1886
1182,Robert Lilienberg,1841-08-14,1929-04-24,,male,,Justice of the Supreme Court of Sweden,1887-01-01,1911-01-01,,,Sweden,1887
1183,Carl Gustaf Hammarskjöld,1865-04-22,1940-02-27,,male,,Justice of the Supreme Court of Sweden,1888-01-01,1898-01-01,National Party,,Sweden,1888
1184,Carl Gustaf Hammarskjöld,1865-04-22,1940-02-27,,male,,Justice of the Supreme Court of Sweden,1888-01-01,1898-01-01,Q10554125,,Sweden,1888
1185,Nils von Steyern,1839-12-29,1899-05-27,,male,,Justice of the Supreme Court of Sweden,1888-02-06,1889-01-01,,,Sweden,1888
1186,Carl Hammarskjöld,1838-02-22,1898-04-01,,male,,Justice of the Supreme Court of Sweden,1888-09-28,http://www.wikidata.org/.well-known/genid/bfb5ce4136cb5ecff8c23dbec69c5488,,,Sweden,1888
1187,Eskilander Thomasson,1829-06-01,1891-04-22,,male,,Justice of the Supreme Court of Sweden,1889-01-01,1891-01-01,,,Sweden,1889
1188,Ernst Axel Westman,,,,male,,Justice of the Supreme Court of Sweden,1889-01-01,1891-01-01,,,Sweden,1889
1189,Wilhelm Huss,1843-10-26,1908-01-01,,male,,Justice of the Supreme Court of Sweden,1889-01-01,1908-01-01,,,Sweden,1889
1190,Karl Gustaf Carlson,1850-05-09,1932-03-12,,male,,Justice of the Supreme Court of Sweden,1889-01-01,1917-01-01,,,Sweden,1889
1191,Paul Isberg,1848-09-02,1908-09-10,,male,,Justice of the Supreme Court of Sweden,1891-01-01,1896-01-01,,,Sweden,1891
1192,Ivar Afzelius,1848-10-15,1921-10-30,,male,,Justice of the Supreme Court of Sweden,1891-01-01,1902-01-01,Första kammarens moderata parti,,Sweden,1891
1193,Nils Claëson,1848-11-15,1910-01-07,,male,,Justice of the Supreme Court of Sweden,1892-01-01,1898-01-01,,,Sweden,1892
1194,Karl Georg Lindbäck,1846-01-01,1917-01-01,,male,,Justice of the Supreme Court of Sweden,1892-01-01,1916-01-01,,,Sweden,1892
1195,Carl Rutger Theodor Wijkander,1850-06-13,1925-01-01,,male,,Justice of the Supreme Court of Sweden,1893-01-01,1908-01-01,,,Sweden,1893
1196,Gustaf Albert Petersson,1851-04-07,1938-03-11,,male,,Justice of the Supreme Court of Sweden,1896-01-01,1905-08-01,,,Sweden,1896
1197,Carl Abraham Hellström,1854-01-01,,,male,,Justice of the Supreme Court of Sweden,1897-01-01,1905-01-01,,,Sweden,1897
1198,Axel Ferdinand Thollander,1848-08-22,1909-01-04,,male,,Justice of the Supreme Court of Sweden,1897-01-01,1909-01-01,,,Sweden,1897
1199,Herman Billing,1849-09-16,1917-01-12,,male,,Justice of the Supreme Court of Sweden,1897-01-01,1917-01-01,,,Sweden,1897
1200,Hugo Boman,1852-01-01,1930-01-01,,male,,Justice of the Supreme Court of Sweden,1897-01-01,1922-01-01,,,Sweden,1897
1201,Hjalmar Westring,1857-10-11,1926-10-07,,male,,Justice of the Supreme Court of Sweden,1898-01-01,1901-01-01,,,Sweden,1898
1202,Johan Ramstedt,1852-11-07,1935-03-15,,male,,Justice of the Supreme Court of Sweden,1898-01-01,1902-01-01,independent politician,,Sweden,1898
1203,Edvard Cassel,1853-10-07,1936-08-05,,male,,Justice of the Supreme Court of Sweden,1898-01-01,1909-01-01,,,Sweden,1898
1204,Ernst Wilhelm Grefberg,1845-01-01,1932-01-01,,male,,Justice of the Supreme Court of Sweden,1898-01-01,1915-01-01,,,Sweden,1898
1205,Nils Claëson,1848-11-15,1910-01-07,,male,,Justice of the Supreme Court of Sweden,1902-01-01,1910-01-01,,,Sweden,1902
1206,Karl Fredrik Silverstolpe,1854-11-13,1921-02-23,,male,,Justice of the Supreme Court of Sweden,1902-01-01,1921-01-01,,,Sweden,1902
1207,Eberhard Quensel,1855-07-30,1946-05-09,,male,,Justice of the Supreme Court of Sweden,1902-01-01,1925-01-01,,,Sweden,1902
1208,Erik Marks von Würtemberg,1861-05-11,1937-03-05,,male,,Justice of the Supreme Court of Sweden,1903-01-01,1920-01-01,,,Sweden,1903
1209,Carl Hederstierna,1861-12-01,1928-11-17,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1906-01-01,Moderate Party,,Sweden,1905
1210,Ernst Trygger,1857-10-27,1943-09-23,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1907-01-01,Moderate Party,,Sweden,1905
1211,Ernst Trygger,1857-10-27,1943-09-23,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1907-01-01,National Party,,Sweden,1905
1212,Hjalmar Westring,1857-10-11,1926-10-07,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1909-01-01,,,Sweden,1905
1213,Johan Ramstedt,1852-11-07,1935-03-15,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1909-01-01,independent politician,,Sweden,1905
1214,Edvard Petrén,1863-01-24,1930-06-28,,male,,Justice of the Supreme Court of Sweden,1905-01-01,1930-01-01,,,Sweden,1905
1215,Gustaf Albert Petersson,1851-04-07,1938-03-11,,male,,Justice of the Supreme Court of Sweden,1905-11-08,1906-01-01,,,Sweden,1905
1216,Johannes Hellner,1866-04-22,1947-02-19,,male,,Justice of the Supreme Court of Sweden,1906-01-01,1907-01-01,Liberal Party of Sweden,,Sweden,1906
